SampleID	Well	sampleID	seqID	sampletype	DNA_Plate	concentration_mM	dilution	dilution_material	injection	compound	DataFilename	Ret.Time	Area	Height	PeakStart	PeakEnd	RelativeRetentionTime	r2	slope	intercept	calc_conc	calc_conc_adj.df
HF5.PlateA-A03	A03	d1_199_1	d1_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_013.lcd	15.662	6060	326	15.533	16.167	1	0.999521989682615	0.000128596369800457	0.211250029531177	0.990544030521946	9.90544030521946
HF5.PlateA-A03	A03	d1_199_1	d1_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_013.lcd	12.966	5152	300	12.667	13.367	0.828	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.315473096179663	3.15473096179663
HF5.PlateA-A03	A03	d1_199_1	d1_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_013.lcd	12.347	3551	208	12.025	12.667	0.788	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.141215299058007	1.41215299058007
HF5.PlateA-A03	A03	d1_199_1	d1_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_013.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-A03	A03	d1_199_1	d1_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_013.lcd	18.606	1101	63	18.375	18.867	1.188	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.5862588465388	5.862588465388
HF5.PlateA-A04	A04	d1_1677_1	d1_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_014.lcd	12.961	24911	1361	12.575	13.458	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.43011824593067	14.3011824593067
HF5.PlateA-A04	A04	d1_1677_1	d1_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_014.lcd	12.323	2232	117	11.967	12.575	0.786	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.0906198058410569	0.906198058410569
HF5.PlateA-A04	A04	d1_1677_1	d1_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_014.lcd	-----	NA	-----	-----	-----	NA	0.99751216601936	8.56168147328109e-05	0.491994733517975	0	0
HF5.PlateA-A04	A04	d1_1677_1	d1_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_014.lcd	15.675	6103	301	15.5	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	0.996073674423366	9.96073674423366
HF5.PlateA-A04	A04	d1_1677_1	d1_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_014.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-A05	A05	d1_1676_1	d1_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_015.lcd	12.959	55114	3001	12.517	13.483	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	3.13393055717767	31.3393055717767
HF5.PlateA-A05	A05	d1_1676_1	d1_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_015.lcd	15.674	6834	315	15.442	16.208	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.0900776207475	10.900776207475
HF5.PlateA-A05	A05	d1_1676_1	d1_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_015.lcd	-----	NA	-----	-----	-----	NA	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0	0
HF5.PlateA-A05	A05	d1_1676_1	d1_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_015.lcd	18.58	885	50	18.392	18.875	1.185	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.567765614556513	5.67765614556513
HF5.PlateA-A05	A05	d1_1676_1	d1_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_015.lcd	22.904	443	18	22.575	23.425	1.461	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.452367674515557	4.52367674515556
HF5.PlateA-A06	A06	d1_1681_1	d1_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_016.lcd	18.616	979	52	18.392	18.933	1.188	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.575813595141397	5.75813595141397
HF5.PlateA-A06	A06	d1_1681_1	d1_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_016.lcd	12.313	1165	83	11.65	12.575	0.786	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.0496907753160484	0.496907753160484
HF5.PlateA-A06	A06	d1_1681_1	d1_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_016.lcd	22.94	249	12	22.658	23.3	1.464	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.440070297219769	4.40070297219769
HF5.PlateA-A06	A06	d1_1681_1	d1_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_016.lcd	15.673	6418	326	15.5	16.175	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.03658153091051	10.3658153091051
HF5.PlateA-A06	A06	d1_1681_1	d1_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_016.lcd	12.959	23298	1287	12.575	13.442	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.3391256538689	13.391256538689
HF5.PlateA-A07	A07	d4_1677_1	d4_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_017.lcd	15.693	24133	1164	15.017	16.258	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.3146662219256	33.146662219256
HF5.PlateA-A07	A07	d4_1677_1	d4_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_017.lcd	12.34	6799	403	11.967	12.667	0.786	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.265805262643038	2.65805262643038
HF5.PlateA-A07	A07	d4_1677_1	d4_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_017.lcd	22.915	336	14	22.567	23.283	1.46	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.445585100440045	4.45585100440045
HF5.PlateA-A07	A07	d4_1677_1	d4_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_017.lcd	18.548	1250	103	18.4	18.717	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.599015751933988	5.99015751933988
HF5.PlateA-A07	A07	d4_1677_1	d4_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_017.lcd	12.968	10319	611	12.675	13.392	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.606954015698031	6.06954015698031
HF5.PlateA-A08	A08	d4_199_1	d4_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_018.lcd	12.342	7951	460	12	12.717	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.30999480637763	3.0999480637763
HF5.PlateA-A08	A08	d4_199_1	d4_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_018.lcd	22.904	998	41	22.567	23.358	1.46	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.487548315748349	4.87548315748349
HF5.PlateA-A08	A08	d4_199_1	d4_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_018.lcd	15.689	28174	1296	14.933	16.242	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.83432415228925	38.3432415228925
HF5.PlateA-A08	A08	d4_199_1	d4_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_018.lcd	18.556	6643	343	18.275	18.925	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.06074723378804	10.6074723378804
HF5.PlateA-A08	A08	d4_199_1	d4_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_018.lcd	12.967	1320	85	12.75	13.308	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.0993022265078249	0.993022265078249
HF5.PlateA-A09	A09	d4_198_1	d4_198_1	unknown	HF5.PlateA	NA	0.05	PBS	0.02	propionate	2017-10-05_019.lcd	18.571	2902	167	18.325	18.85	1.184	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.740454729872592	14.8090945974518
HF5.PlateA-A09	A09	d4_198_1	d4_198_1	unknown	HF5.PlateA	NA	0.05	PBS	0.02	lactate	2017-10-05_019.lcd	12.965	1233	79	12.733	13.317	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.0943943805627701	1.8878876112554
HF5.PlateA-A09	A09	d4_198_1	d4_198_1	unknown	HF5.PlateA	NA	0.05	PBS	0.02	butyrate	2017-10-05_019.lcd	22.894	301	13	22.592	23.317	1.46	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.443366501443383	8.86733002886765
HF5.PlateA-A09	A09	d4_198_1	d4_198_1	unknown	HF5.PlateA	NA	0.05	PBS	0.02	succinate	2017-10-05_019.lcd	12.339	7810	452	11.958	12.733	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.304586190347615	6.09172380695229
HF5.PlateA-A09	A09	d4_198_1	d4_198_1	unknown	HF5.PlateA	NA	0.05	PBS	0.02	acetate	2017-10-05_019.lcd	15.684	12812	598	14.933	16.258	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.85882671941463	37.1765343882926
HF5.PlateA-A10	A10	d4_198_2	d4_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_020.lcd	22.885	2144	79	22.433	23.525	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.56019158575336	5.6019158575336
HF5.PlateA-A10	A10	d4_198_2	d4_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_020.lcd	12.965	4727	283	12.75	13.35	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.291497986677959	2.91497986677959
HF5.PlateA-A10	A10	d4_198_2	d4_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_020.lcd	18.555	6837	361	18.3	18.917	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.0773568958462	10.773568958462
HF5.PlateA-A10	A10	d4_198_2	d4_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_020.lcd	12.338	38510	2028	11.692	12.75	0.786	0.999920729368713	3.83589789362778e-05	0.00500256485528477	1.48220684369134	14.8220684369134
HF5.PlateA-A10	A10	d4_198_2	d4_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_020.lcd	15.688	41758	1974	14.967	16.242	1	0.999521989682615	0.000128596369800457	0.211250029531177	5.58117723965866	55.8117723965866
HF5.PlateA-A11	A11	d4_1676_1	d4_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_021.lcd	12.334	19230	1009	11.908	12.608	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.742645729799907	7.42645729799907
HF5.PlateA-A11	A11	d4_1676_1	d4_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_021.lcd	12.959	87753	4703	12.608	13.425	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	4.97516255488621	49.7516255488621
HF5.PlateA-A11	A11	d4_1676_1	d4_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_021.lcd	18.593	1594	95	18.35	18.842	1.186	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.628467936202075	6.28467936202075
HF5.PlateA-A11	A11	d4_1676_1	d4_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_021.lcd	22.913	717	29	22.508	23.442	1.461	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.469736135232287	4.69736135232287
HF5.PlateA-A11	A11	d4_1676_1	d4_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_021.lcd	15.68	35747	1512	14.892	16.275	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.80818446078811	48.0818446078811
HF5.PlateA-A12	A12	d4_1681_1	d4_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_022.lcd	22.86	1206	53	22.583	23.367	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.500733132642802	5.00733132642802
HF5.PlateA-A12	A12	d4_1681_1	d4_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_022.lcd	12.327	9911	543	11.925	12.558	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.385178405092734	3.85178405092734
HF5.PlateA-A12	A12	d4_1681_1	d4_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_022.lcd	18.637	1294	70	18.45	18.983	1.189	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.602782891782232	6.02782891782232
HF5.PlateA-A12	A12	d4_1681_1	d4_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_022.lcd	15.672	30996	1417	14.942	16.292	1	0.999521989682615	0.000128596369800457	0.211250029531177	4.19722310786614	41.9722310786614
HF5.PlateA-A12	A12	d4_1681_1	d4_1681_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_022.lcd	12.957	101230	5397	12.558	13.392	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	5.73542738019085	57.3542738019085
HF5.PlateA-B01	B01	d11_198_2	d11_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_023.lcd	11.925	3190	211	11.65	12.142	0.761	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.127367707662011	1.27367707662011
HF5.PlateA-B01	B01	d11_198_2	d11_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_023.lcd	-----	NA	-----	-----	-----	NA	0.99751216601936	8.56168147328109e-05	0.491994733517975	0	0
HF5.PlateA-B01	B01	d11_198_2	d11_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_023.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-B01	B01	d11_198_2	d11_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_023.lcd	15.679	7562	356	15.05	16.208	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.18369577796223	11.8369577796223
HF5.PlateA-B01	B01	d11_198_2	d11_198_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_023.lcd	13.026	1638	63	12.742	13.45	0.831	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.117241249617335	1.17241249617335
HF5.PlateA-B02	B02	d11_198_1	d11_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_024.lcd	18.589	1745	101	18.342	18.85	1.185	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.64139607522673	6.4139607522673
HF5.PlateA-B02	B02	d11_198_1	d11_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_024.lcd	13.171	1108	43	12.775	13.425	0.839	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.0873428777681512	0.873428777681512
HF5.PlateA-B02	B02	d11_198_1	d11_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_024.lcd	11.944	3122	197	11.65	12.183	0.761	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.124759297094344	1.24759297094344
HF5.PlateA-B02	B02	d11_198_1	d11_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_024.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-B02	B02	d11_198_1	d11_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_024.lcd	15.691	4582	218	15.158	16.225	1	0.999521989682615	0.000128596369800457	0.211250029531177	0.800478595956871	8.00478595956871
HF5.PlateA-B03	B03	d13_198_1	d13_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_025.lcd	18.554	10321	487	18.242	18.975	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.37564587837532	13.7564587837532
HF5.PlateA-B03	B03	d13_198_1	d13_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_025.lcd	15.688	26323	1248	15	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.5962922717886	35.962922717886
HF5.PlateA-B03	B03	d13_198_1	d13_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_025.lcd	12.964	20951	1139	12.7	13.4	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	1.20672663739714	12.0672663739714
HF5.PlateA-B03	B03	d13_198_1	d13_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_025.lcd	12.343	51853	2687	11.675	12.7	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	1.9940306996381	19.940306996381
HF5.PlateA-B03	B03	d13_198_1	d13_198_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_025.lcd	22.892	1296	54	22.417	23.217	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.506438101491362	5.06438101491362
HF5.PlateA-B04	B04	d16_199_2	d16_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_026.lcd	12.985	424	34	12.825	13.267	0.828	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.0487570544759964	0.487570544759964
HF5.PlateA-B04	B04	d16_199_2	d16_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_026.lcd	18.554	16980	742	18.217	19	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.9457682476811	19.457682476811
HF5.PlateA-B04	B04	d16_199_2	d16_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_026.lcd	15.692	27942	1316	14.983	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.80448979449554	38.0448979449554
HF5.PlateA-B04	B04	d16_199_2	d16_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_026.lcd	22.891	362	15	22.542	23.35	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.447233202551852	4.47233202551852
HF5.PlateA-B04	B04	d16_199_2	d16_199_2	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_026.lcd	12.349	50382	2793	11.9	12.783	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	1.93760464162283	19.3760464162283
HF5.PlateA-B05	B05	d13_199_1	d13_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_027.lcd	18.548	8265	434	18.242	18.9	1.182	0.99751216601936	8.56168147328109e-05	0.491994733517975	1.19961770728466	11.9961770728466
HF5.PlateA-B05	B05	d13_199_1	d13_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_027.lcd	15.692	27600	1309	14.95	16.242	1	0.999521989682615	0.000128596369800457	0.211250029531177	3.76050983602379	37.6050983602379
HF5.PlateA-B05	B05	d13_199_1	d13_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_027.lcd	12.343	19137	997	11.917	12.717	0.787	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.739078344758834	7.39078344758834
HF5.PlateA-B05	B05	d13_199_1	d13_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_027.lcd	22.89	4488	164	22.333	23.35	1.459	0.998476227008827	6.33885427617889e-05	0.424286550072084	0.708774329986993	7.08774329986993
HF5.PlateA-B05	B05	d13_199_1	d13_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_027.lcd	12.97	5290	306	12.717	13.35	0.827	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.323257955264922	3.23257955264922
HF5.PlateA-B06	B06	d11_199_1	d11_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_028.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-B06	B06	d11_199_1	d11_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_028.lcd	18.599	3144	152	18.342	18.967	1.186	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.761173999037932	7.61173999037932
HF5.PlateA-B06	B06	d11_199_1	d11_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_028.lcd	11.956	7354	266	11.642	12.667	0.762	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.287094495952672	2.87094495952672
HF5.PlateA-B06	B06	d11_199_1	d11_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_028.lcd	15.683	8655	389	15.025	16.317	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.32425161015413	13.2425161015413
HF5.PlateA-B06	B06	d11_199_1	d11_199_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_028.lcd	12.979	2151	101	12.717	13.442	0.828	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.146180617086452	1.46180617086452
HF5.PlateA-B07	B07	d11_1676_1	d11_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_029.lcd	18.684	2344	115	18.408	19.017	1.191	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.692680547251683	6.92680547251683
HF5.PlateA-B07	B07	d11_1676_1	d11_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_029.lcd	12.964	14264	799	12.608	13.408	0.826	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.829499443896205	8.29499443896205
HF5.PlateA-B07	B07	d11_1676_1	d11_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_029.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-B07	B07	d11_1676_1	d11_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_029.lcd	15.687	10440	513	15.108	16.192	1	0.999521989682615	0.000128596369800457	0.211250029531177	1.55379613024795	15.5379613024795
HF5.PlateA-B07	B07	d11_1676_1	d11_1676_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_029.lcd	12.333	2551	147	11.958	12.608	0.786	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.10285632012173	1.0285632012173
HF5.PlateA-B08	B08	d11_1677_1	d11_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	butyrate	2017-10-05_030.lcd	-----	NA	-----	-----	-----	NA	0.998476227008827	6.33885427617889e-05	0.424286550072084	0	0
HF5.PlateA-B08	B08	d11_1677_1	d11_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	propionate	2017-10-05_030.lcd	18.571	1879	106	18.325	18.85	1.183	0.99751216601936	8.56168147328109e-05	0.491994733517975	0.652868728400926	6.52868728400926
HF5.PlateA-B08	B08	d11_1677_1	d11_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	succinate	2017-10-05_030.lcd	11.958	4348	250	11.65	12.292	0.762	0.999920729368713	3.83589789362778e-05	0.00500256485528477	0.171787405270221	1.71787405270221
HF5.PlateA-B08	B08	d11_1677_1	d11_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	lactate	2017-10-05_030.lcd	13.027	1140	44	12.75	13.425	0.83	0.999905521078027	5.64120223569515e-05	0.024838356996649	0.0891480624835736	0.891480624835736
HF5.PlateA-B08	B08	d11_1677_1	d11_1677_1	unknown	HF5.PlateA	NA	0.1	PBS	0.02	acetate	2017-10-05_030.lcd	15.694	4541	217	15.175	16.233	1	0.999521989682615	0.000128596369800457	0.211250029531177	0.795206144795052	7.95206144795052
