lcm_sampleID	sample_name	seqID	DNA_plate	fecal_weight	dilution	PBS_added	dilution_material	injection	concentration_mM	sample_type	compound	run	Data_Filename	Ret_Time	Area	Height	Peak_Start	Peak_End	Relative_Retention_Time	r2	slope	intercept	calc_conc	dilfactor	calc_conc_adj.weight	calc_conc_adj.df
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	formate	1	2016-02-29_011.lcd	15.832	330	15	15.55	16.325	0.922	0.989655236928736	0.000258867102687358	0.217132575329809	0.302558719216637	1	2.72302847294973	3.02558719216637
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	methanol	1	2016-02-29_011.lcd	21.202	20578	580	20.575	22.375	1.234	0.115975821944317	0.00032116254901771	-2.78198514771207	3.82689778597437	1	34.4420800737693	38.2689778597437
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	acetate	1	2016-02-29_011.lcd	17.177	6056	176	16.525	17.975	1	0.992372681318625	0.000105227659005264	-0.0992084913405975	0.538050211595283	1	4.84245190435754	5.38050211595283
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	glucose	1	2016-02-29_011.lcd	10.042	65584	2643	9.65	10.9	0.585	0.983162419942093	1.56494114943179e-05	-0.220141148858149	0.806209854585199	1	7.25588869126679	8.06209854585199
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	lactate	1	2016-02-29_011.lcd	14.303	35540	1269	13.85	15.55	0.833	0.985541565085756	5.26032068566247e-05	-0.224242520469193	1.64527545121525	1	14.8074790609372	16.4527545121525
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	fructose_mannitol_sorbitol	1	2016-02-29_011.lcd	NA	NA	NA	NA	NA	NA	0.979632443942551	9.03882514042852e-06	-0.18532033184603	0	1	0	0
S_A02	d0_1275_1	d0_1275_1	HUMO34_1	0.0433	0.1	389.7	PBS	0.02	NA	unknown	propionate	1	2016-02-29_011.lcd	20.311	576	26	20.05	20.575	1.182	0.996951240715681	8.57195236040549e-05	0.188259157737751	0.237633603333687	1	2.13870243000318	2.37633603333687
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	valerate	1	2016-02-29_012.lcd	NA	NA	NA	NA	NA	NA	0.977807152995949	4.68807850965309e-05	-0.0706049450268802	0	1	0	0
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	acetate	1	2016-02-29_012.lcd	17.157	6557	181	16.35	17.975	1	0.992372681318625	0.000105227659005264	-0.0992084913405975	0.59076926875692	1	5.31692341881228	5.9076926875692
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	butyrate	1	2016-02-29_012.lcd	NA	NA	NA	NA	NA	NA	0.976523902904789	4.90659905695189e-05	-0.0666674375530043	0	1	0	0
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	fructose_mannitol_sorbitol	1	2016-02-29_012.lcd	NA	NA	NA	NA	NA	NA	0.979632443942551	9.03882514042852e-06	-0.18532033184603	0	1	0	0
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	trehalose	1	2016-02-29_012.lcd	8.539	18420	900	8.3	8.825	0.498	0.973830630819095	7.96310199646967e-06	-0.197045338856983	-0.0503650000820122	1	0.45328500073811	-0.503650000820122
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	glucose	1	2016-02-29_012.lcd	10.041	52639	2178	9.65	10.9	0.585	0.983162419942093	1.56494114943179e-05	-0.220141148858149	0.603628222791253	1	5.43265400512128	6.03628222791253
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	raffinose	1	2016-02-29_012.lcd	NA	NA	NA	NA	NA	NA	0.974819847503531	8.22068344323563e-06	-0.127613638453367	0	1	0	0
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	pre_sialic_acid	1	2016-02-29_012.lcd	9.079	75618	4334	8.825	9.625	0.529	0.999663211105857	8.31860394503901e-05	-0.0876902571570864	6.20267167400251	1	55.8240450660226	62.0267167400251
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	formate	1	2016-02-29_012.lcd	15.818	577	23	15.5	16.35	0.922	0.989655236928736	0.000258867102687358	0.217132575329809	0.366498893580414	1	3.29849004222373	3.66498893580414
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	methanol	1	2016-02-29_012.lcd	21.199	20453	577	20.6	22.375	1.236	0.115975821944317	0.00032116254901771	-2.78198514771207	3.78675246734715	1	34.0807722061244	37.8675246734715
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	sialic_acid	1	2016-02-29_012.lcd	NA	NA	NA	NA	NA	NA	0.98235597286202	6.56755259424248e-05	-0.0548456967751667	0	1	0	0
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	lactate	1	2016-02-29_012.lcd	14.302	41157	1449	13.825	15.5	0.834	0.985541565085756	5.26032068566247e-05	-0.224242520469193	1.94074766412891	1	17.4667289771602	19.4074766412891
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	propionate	1	2016-02-29_012.lcd	20.292	329	17	20.05	20.6	1.183	0.996951240715681	8.57195236040549e-05	0.188259157737751	0.216460881003485	1	1.94814792903137	2.16460881003485
S_A03	d0_1273_1	d0_1273_1	HUMO34_1	0.0563	0.1	506.7	PBS	0.02	NA	unknown	succinate	1	2016-02-29_012.lcd	13.618	887	42	13.25	13.825	0.794	0.985488486874991	3.94418284419466e-05	-0.145750864831106	-0.110765963003099	1	0.996893667027893	-1.10765963003099
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	acetate	1	2016-02-29_013.lcd	17.209	34463	1128	16.525	18.175	1	0.992372681318625	0.000105227659005264	-0.0992084913405975	3.52725232095782	1	31.7452708886204	35.2725232095782
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	valerate	1	2016-02-29_013.lcd	NA	NA	NA	NA	NA	NA	0.977807152995949	4.68807850965309e-05	-0.0706049450268802	0	1	0	0
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	fructose_mannitol_sorbitol	1	2016-02-29_013.lcd	10.775	10871	518	10.475	11.2	0.626	0.979632443942551	9.03882514042852e-06	-0.18532033184603	-0.0870592637444312	1	0.783533373699881	-0.870592637444312
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	raffinose	1	2016-02-29_013.lcd	NA	NA	NA	NA	NA	NA	0.974819847503531	8.22068344323563e-06	-0.127613638453367	0	1	0	0
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	succinate	1	2016-02-29_013.lcd	13.645	20114	776	13.125	14	0.793	0.985488486874991	3.94418284419466e-05	-0.145750864831106	0.647582072450209	1	5.82823865205188	6.47582072450209
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	propionate	1	2016-02-29_013.lcd	20.298	7198	232	19.925	20.725	1.18	0.996951240715681	8.57195236040549e-05	0.188259157737751	0.805268288639739	1	7.24741459775765	8.05268288639738
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	formate	1	2016-02-29_013.lcd	NA	NA	NA	NA	NA	NA	0.989655236928736	0.000258867102687358	0.217132575329809	0	1	0	0
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	pre_sialic_acid	1	2016-02-29_013.lcd	9.107	131890	7004	8.625	9.575	0.529	0.999663211105857	8.31860394503901e-05	-0.0876902571570864	10.8837164859549	1	97.9534483735937	108.837164859549
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	butyrate	1	2016-02-29_013.lcd	NA	NA	NA	NA	NA	NA	0.976523902904789	4.90659905695189e-05	-0.0666674375530043	0	1	0	0
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	methanol	1	2016-02-29_013.lcd	21.189	19060	510	20.725	22.45	1.231	0.115975821944317	0.00032116254901771	-2.78198514771207	3.33937303656548	1	30.0543573290893	33.3937303656548
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	trehalose	1	2016-02-29_013.lcd	NA	NA	NA	NA	NA	NA	0.973830630819095	7.96310199646967e-06	-0.197045338856983	0	1	0	0
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	lactate	1	2016-02-29_013.lcd	14.299	31894	1030	14	15.775	0.831	0.985541565085756	5.26032068566247e-05	-0.224242520469193	1.45348415901599	1	13.0813574311439	14.5348415901599
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	sialic_acid	1	2016-02-29_013.lcd	NA	NA	NA	NA	NA	NA	0.98235597286202	6.56755259424248e-05	-0.0548456967751667	0	1	0	0
S_A04	dn7_1275_1	dn7_1275_1	HUMO34_1	0.017	0.1	153	PBS	0.02	NA	unknown	glucose	1	2016-02-29_013.lcd	10.017	12161	600	9.85	10.475	0.582	0.983162419942093	1.56494114943179e-05	-0.220141148858149	-0.0298286556757484	1	0.268457901081735	-0.298286556757484
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	trehalose	1	2016-02-29_014.lcd	NA	NA	NA	NA	NA	NA	0.973830630819095	7.96310199646967e-06	-0.197045338856983	0	1	0	0
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	valerate	1	2016-02-29_014.lcd	35.682	1119	21	34.825	36.6	2.075	0.977807152995949	4.68807850965309e-05	-0.0706049450268802	-0.0181453465038621	1	0.163308118534759	-0.181453465038621
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	succinate	1	2016-02-29_014.lcd	13.648	10618	369	13.25	14.575	0.793	0.985488486874991	3.94418284419466e-05	-0.145750864831106	0.273042469565484	1	2.45738222608935	2.73042469565484
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	glucose	1	2016-02-29_014.lcd	10.035	35226	1394	9.725	10.525	0.583	0.983162419942093	1.56494114943179e-05	-0.220141148858149	0.331125020440695	1	2.98012518396625	3.31125020440695
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	butyrate	1	2016-02-29_014.lcd	24.99	5420	110	24.4	26.15	1.453	0.976523902904789	4.90659905695189e-05	-0.0666674375530043	0.199270231333788	1	1.79343208200409	1.99270231333788
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	fructose_mannitol_sorbitol	1	2016-02-29_014.lcd	10.768	10799	492	10.525	11.175	0.626	0.979632443942551	9.03882514042852e-06	-0.18532033184603	-0.0877100591545421	1	0.789390532390879	-0.877100591545421
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	pre_sialic_acid	1	2016-02-29_014.lcd	9.118	186511	9947	8.625	9.725	0.53	0.999663211105857	8.31860394503901e-05	-0.0876902571570864	15.4274211467746	1	138.846790320972	154.274211467746
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	propionate	1	2016-02-29_014.lcd	20.323	8601	266	19.925	20.725	1.182	0.996951240715681	8.57195236040549e-05	0.188259157737751	0.925532780256228	1	8.32979502230605	9.25532780256228
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	formate	1	2016-02-29_014.lcd	15.409	4049	150	15.125	16.05	0.896	0.989655236928736	0.000258867102687358	0.217132575329809	1.26528547411092	1	11.3875692669983	12.6528547411092
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	acetate	1	2016-02-29_014.lcd	17.199	61709	2047	16.575	18.075	1	0.992372681318625	0.000105227659005264	-0.0992084913405975	6.39428511821525	1	57.5485660639373	63.9428511821525
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	methanol	1	2016-02-29_014.lcd	21.177	25229	563	20.725	22.425	1.231	0.115975821944317	0.00032116254901771	-2.78198514771207	5.32062480145574	1	47.8856232131016	53.2062480145574
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	lactate	1	2016-02-29_014.lcd	NA	NA	NA	NA	NA	NA	0.985541565085756	5.26032068566247e-05	-0.224242520469193	0	1	0	0
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	sialic_acid	1	2016-02-29_014.lcd	NA	NA	NA	NA	NA	NA	0.98235597286202	6.56755259424248e-05	-0.0548456967751667	0	1	0	0
S_A05	dn7_1275_2	dn7_1275_2	HUMO34_1	0.0387	0.1	348.3	PBS	0.02	NA	unknown	raffinose	1	2016-02-29_014.lcd	NA	NA	NA	NA	NA	NA	0.974819847503531	8.22068344323563e-06	-0.127613638453367	0	1	0	0
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	butyrate	1	2016-02-29_015.lcd	24.996	5531	135	24.325	26.275	1.453	0.976523902904789	4.90659905695189e-05	-0.0666674375530043	0.204716556287005	1	1.84244900658304	2.04716556287005
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	glucose	1	2016-02-29_015.lcd	10.038	31388	1224	9.725	10.525	0.584	0.983162419942093	1.56494114943179e-05	-0.220141148858149	0.271062579125503	1	2.43956321212952	2.71062579125503
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	propionate	1	2016-02-29_015.lcd	20.303	7474	250	19.9	20.7	1.18	0.996951240715681	8.57195236040549e-05	0.188259157737751	0.828926877154458	1	7.46034189439012	8.28926877154458
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	fructose_mannitol_sorbitol	1	2016-02-29_015.lcd	10.772	6153	273	10.525	11.2	0.626	0.979632443942551	9.03882514042852e-06	-0.18532033184603	-0.129704440756973	1	1.16733996681276	-1.29704440756973
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	pre_sialic_acid	1	2016-02-29_015.lcd	9.119	176508	9445	8.65	9.725	0.53	0.999663211105857	8.31860394503901e-05	-0.0876902571570864	14.5953111941524	1	131.357800747371	145.953111941524
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	acetate	1	2016-02-29_015.lcd	17.201	71452	2273	16.575	18.6	1	0.992372681318625	0.000105227659005264	-0.0992084913405975	7.41951819990354	1	66.7756637991319	74.1951819990354
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	formate	1	2016-02-29_015.lcd	15.405	3374	121	15.125	16.025	0.896	0.989655236928736	0.000258867102687358	0.217132575329809	1.09055017979695	1	9.81495161817259	10.9055017979695
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	sialic_acid	1	2016-02-29_015.lcd	NA	NA	NA	NA	NA	NA	0.98235597286202	6.56755259424248e-05	-0.0548456967751667	0	1	0	0
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	trehalose	1	2016-02-29_015.lcd	NA	NA	NA	NA	NA	NA	0.973830630819095	7.96310199646967e-06	-0.197045338856983	0	1	0	0
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	lactate	1	2016-02-29_015.lcd	14.301	622	29	14.15	14.6	0.831	0.985541565085756	5.26032068566247e-05	-0.224242520469193	-0.191523325804373	1	1.72370993223936	-1.91523325804373
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	succinate	1	2016-02-29_015.lcd	13.639	5802	214	13.275	14.15	0.793	0.985488486874991	3.94418284419466e-05	-0.145750864831106	0.0830906237890686	1	0.747815614101617	0.830906237890686
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	valerate	1	2016-02-29_015.lcd	35.636	1351	25	34.975	36.925	2.072	0.977807152995949	4.68807850965309e-05	-0.0706049450268802	-0.00726900436146692	1	0.0654210392532023	-0.0726900436146692
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	raffinose	1	2016-02-29_015.lcd	NA	NA	NA	NA	NA	NA	0.974819847503531	8.22068344323563e-06	-0.127613638453367	0	1	0	0
S_A06	dn7_1273_1	dn7_1273_1	HUMO34_1	0.0422	0.1	379.8	PBS	0.02	NA	unknown	methanol	1	2016-02-29_015.lcd	21.182	21680	549	20.7	22.425	1.231	0.115975821944317	0.00032116254901771	-2.78198514771207	4.18081891499188	1	37.6273702349269	41.8081891499188
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	glucose	1	2016-02-29_016.lcd	10.049	81361	3241	9.65	11	0.584	0.983162419942093	1.56494114943179e-05	-0.220141148858149	1.05311061973105	1	9.41604789406589	10.5311061973105
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	sialic_acid	1	2016-02-29_016.lcd	NA	NA	NA	NA	NA	NA	0.98235597286202	6.56755259424248e-05	-0.0548456967751667	0	1	0	0
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	raffinose	1	2016-02-29_016.lcd	NA	NA	NA	NA	NA	NA	0.974819847503531	8.22068344323563e-06	-0.127613638453367	0	1	0	0
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	fructose_mannitol_sorbitol	1	2016-02-29_016.lcd	NA	NA	NA	NA	NA	NA	0.979632443942551	9.03882514042852e-06	-0.18532033184603	0	1	0	0
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	acetate	1	2016-02-29_016.lcd	17.198	16456	507	16.55	18.025	1	0.992372681318625	0.000105227659005264	-0.0992084913405975	1.63241786525003	1	14.5957362069415	16.3241786525003
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	propionate	1	2016-02-29_016.lcd	20.26	331	21	20.05	20.575	1.178	0.996951240715681	8.57195236040549e-05	0.188259157737751	0.216632320050693	1	1.9369478028062	2.16632320050693
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	pre_sialic_acid	1	2016-02-29_016.lcd	9.101	92868	5394	8.825	9.6	0.529	0.999663211105857	8.31860394503901e-05	-0.0876902571570864	7.63763085452174	1	68.2894052874885	76.3763085452174
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	succinate	1	2016-02-29_016.lcd	13.629	1192	55	13.3	13.875	0.792	0.985488486874991	3.94418284419466e-05	-0.145750864831106	-0.0987362053283055	1	0.882817835876614	-0.987362053283055
S_A07	d1_1191_2	d1_1191_2	HUMO34_1	0.051	0.1	456	PBS	0.02	NA	unknown	butyrate	1	2016-02-29_016.lcd	NA	NA	NA	NA	NA	NA	0.976523902904789	4.90659905695189e-05	-0.0666674375530043	0	1	0	0
